TSE,epoch
1.818725,0
1.819267,1
1.980286,2
1.755412,3
1.651388,4
1.923475,5
1.956031,6
1.907348,7
1.957176,8
2.023103,9
2.046868,10
2.030020,11
2.088202,12
2.109245,13
2.112610,14
2.130695,15
2.176362,16
2.200109,17
2.190316,18
2.204282,19
2.217742,20
2.241104,21
2.259129,22
2.273347,23
2.289072,24
2.296038,25
2.311429,26
2.316889,27
2.330885,28
2.358898,29
2.409042,30
2.434348,31
2.461499,32
2.475984,33
2.516169,34
2.545077,35
2.550380,36
2.570368,37
2.586504,38
2.593217,39
2.638266,40
2.654093,41
2.656278,42
2.665203,43
2.673217,44
2.681499,45
2.709503,46
2.720174,47
2.725081,48
2.750291,49
2.763784,50
2.773137,51
2.821379,52
2.828614,53
2.842565,54
2.857960,55
2.864851,56
2.876231,57
2.881806,58
2.914043,59
2.932651,60
2.959393,61
2.980457,62
3.002791,63
3.022984,64
3.065146,65
3.098577,66
3.105531,67
3.120008,68
3.149991,69
3.196349,70
3.208922,71
3.212835,72
3.230835,73
3.245015,74
3.274657,75
3.290537,76
3.315427,77
3.335652,78
3.360866,79
3.390412,80
3.414200,81
3.431655,82
3.491173,83
3.496369,84
3.537023,85
3.562281,86
3.576959,87
3.595685,88
3.603151,89
3.615271,90
3.631288,91
3.639330,92
3.663283,93
3.681675,94
3.697981,95
3.707510,96
3.720267,97
3.762247,98
3.786493,99
3.818594,100
3.855584,101
3.877637,102
3.898903,103
3.911953,104
3.921181,105
3.926698,106
3.962501,107
3.978873,108
3.996199,109
4.012030,110
4.029169,111
4.053964,112
4.061883,113
4.070905,114
4.088800,115
4.150251,116
4.163889,117
4.172043,118
4.180767,119
4.202153,120
4.210712,121
4.236539,122
4.245176,123
4.268013,124
4.306486,125
4.311440,126
4.318910,127
4.345313,128
4.358554,129
4.386133,130
4.403906,131
4.427434,132
4.437927,133
4.454585,134
4.481634,135
4.521319,136
4.536758,137
4.547533,138
4.565046,139
4.602104,140
4.623956,141
4.654673,142
4.676125,143
4.697235,144
4.706828,145
4.727839,146
4.740006,147
4.759650,148
4.773724,149
4.799530,150
4.816863,151
4.833823,152
4.841780,153
4.855174,154
4.893691,155
4.906861,156
4.912717,157
4.934955,158
4.945093,159
4.969737,160
4.997422,161
5.003766,162
5.027089,163
5.051693,164
5.079848,165
5.108789,166
5.127652,167
5.140420,168
5.154745,169
5.175955,170
5.183863,171
5.219548,172
5.231955,173
5.258803,174
5.284627,175
5.303720,176
5.330916,177
5.343677,178
5.358197,179
5.384362,180
5.399542,181
5.416560,182
5.428825,183
5.446192,184
5.458025,185
5.468002,186
5.476761,187
5.495307,188
5.540648,189
5.558992,190
5.586053,191
5.604996,192
5.615593,193
5.760389,194
5.804845,195
5.812156,196
5.832323,197
5.858594,198
5.866343,199
5.898255,200
5.928734,201
5.966322,202
5.973005,203
5.989251,204
5.994912,205
6.028433,206
6.049370,207
6.058843,208
6.084136,209
6.096638,210
6.115987,211
6.126794,212
6.166373,213
6.180609,214
6.195463,215
6.199263,216
6.223887,217
6.228760,218
6.254642,219
6.278475,220
6.289772,221
6.304869,222
6.324477,223
6.337081,224
6.344264,225
6.354454,226
6.378164,227
6.417162,228
6.440767,229
6.471136,230
6.497325,231
6.515614,232
6.536927,233
6.546505,234
6.557383,235
6.581698,236
6.613825,237
6.628843,238
6.674052,239
6.716153,240
6.738638,241
6.772887,242
6.780044,243
6.791936,244
6.803125,245
6.841463,246
6.850384,247
6.856028,248
6.876830,249
6.896278,250
6.912592,251
6.922975,252
6.936698,253
6.957275,254
6.963374,255
6.971483,256
6.976945,257
6.990472,258
6.999395,259
7.011277,260
