TSE,epoch
2.255239,0
2.287582,1
2.184172,2
2.163306,3
2.213761,4
2.146915,5
2.207311,6
2.213331,7
2.191653,8
2.232159,9
2.201917,10
2.205710,11
2.207216,12
2.192987,13
2.209365,14
2.213216,15
2.212586,16
2.227423,17
2.212162,18
2.227435,19
2.216173,20
2.224363,21
2.223246,22
2.230483,23
2.219683,24
2.238125,25
2.238963,26
2.247894,27
2.223790,28
2.236610,29
2.243517,30
2.242173,31
2.173289,32
2.131422,33
2.073829,34
1.964696,35
1.724424,36
1.488075,37
1.086775,38
0.667432,39
0.435382,40
0.219844,41
0.118708,42
0.060997,43
0.040273,44
0.028712,45
0.020587,46
0.015428,47
0.013374,48
0.011401,49
0.010072,50
0.008957,51
0.008421,52
0.007806,53
0.007407,54
0.006997,55
0.006760,56
0.006471,57
0.006285,58
0.006067,59
0.005921,60
0.005745,61
0.005622,62
0.005472,63
0.005364,64
0.005237,65
0.005139,66
0.005021,67
0.004933,68
0.004833,69
0.004749,70
0.004649,71
0.004575,72
0.004492,73
0.004418,74
0.004332,75
0.004268,76
0.004196,77
0.004131,78
0.004055,79
0.003999,80
0.003937,81
0.003879,82
0.003812,83
0.003761,84
0.003707,85
0.003655,86
0.003595,87
0.003550,88
0.003501,89
0.003455,90
0.003401,91
0.003361,92
0.003317,93
0.003275,94
0.003227,95
0.003190,96
0.003151,97
0.003112,98
0.003069,99
0.003035,100
0.002999,101
0.002965,102
0.002925,103
0.002894,104
0.002862,105
0.002830,106
0.002794,107
0.002766,108
0.002736,109
0.002707,110
0.002673,111
0.002648,112
0.002620,113
0.002593,114
0.002562,115
0.002539,116
0.002514,117
0.002489,118
0.002460,119
0.002438,120
0.002415,121
0.002392,122
0.002366,123
0.002345,124
0.002324,125
0.002302,126
0.002278,127
0.002259,128
0.002239,129
0.002219,130
0.002196,131
0.002179,132
0.002160,133
0.002141,134
0.002120,135
0.002103,136
0.002086,137
0.002068,138
0.002049,139
0.002033,140
0.002017,141
0.002000,142
0.001982,143
0.001967,144
0.001952,145
0.001936,146
0.001919,147
0.001905,148
0.001891,149
0.001876,150
0.001860,151
0.001847,152
0.001833,153
0.001820,154
0.001804,155
0.001792,156
0.001779,157
0.001766,158
0.001752,159
0.001740,160
0.001728,161
0.001716,162
0.001702,163
0.001691,164
0.001680,165
0.001668,166
0.001655,167
0.001645,168
0.001634,169
0.001623,170
0.001610,171
0.001601,172
0.001590,173
0.001580,174
0.001568,175
0.001559,176
0.001549,177
0.001539,178
0.001528,179
0.001519,180
0.001509,181
0.001500,182
0.001489,183
0.001481,184
0.001472,185
0.001463,186
0.001453,187
0.001445,188
0.001436,189
0.001428,190
0.001418,191
0.001410,192
0.001402,193
0.001394,194
0.001385,195
0.001377,196
0.001370,197
0.001362,198
0.001353,199
