TSE,epoch
2.343587,0
2.393508,1
2.254667,2
2.269622,3
2.190044,4
2.181277,5
2.219250,6
2.187971,7
2.196627,8
2.225467,9
2.203327,10
2.221545,11
2.218209,12
2.201925,13
2.214120,14
2.208674,15
2.223592,16
2.224556,17
2.230027,18
2.227810,19
2.227831,20
2.226833,21
2.238780,22
2.231560,23
2.235405,24
2.237976,25
2.245408,26
2.237585,27
2.237304,28
2.238263,29
2.250686,30
2.221262,31
2.220225,32
2.215297,33
2.189756,34
2.099851,35
1.999546,36
1.829043,37
1.515777,38
1.151800,39
0.702316,40
0.331745,41
0.160834,42
0.088581,43
0.045008,44
0.028650,45
0.020941,46
0.015216,47
0.011507,48
0.009700,49
0.008606,50
0.007656,51
0.006886,52
0.006441,53
0.006112,54
0.005819,55
0.005541,56
0.005359,57
0.005201,58
0.005061,59
0.004911,60
0.004803,61
0.004698,62
0.004607,63
0.004501,64
0.004419,65
0.004337,66
0.004266,67
0.004180,68
0.004112,69
0.004043,70
0.003982,71
0.003909,72
0.003849,73
0.003789,74
0.003736,75
0.003672,76
0.003619,77
0.003566,78
0.003519,79
0.003461,80
0.003414,81
0.003368,82
0.003325,83
0.003273,84
0.003231,85
0.003189,86
0.003151,87
0.003104,88
0.003066,89
0.003028,90
0.002993,91
0.002951,92
0.002916,93
0.002881,94
0.002850,95
0.002811,96
0.002779,97
0.002748,98
0.002719,99
0.002684,100
0.002654,101
0.002626,102
0.002599,103
0.002567,104
0.002540,105
0.002513,106
0.002489,107
0.002459,108
0.002434,109
0.002410,110
0.002387,111
0.002360,112
0.002337,113
0.002314,114
0.002293,115
0.002268,116
0.002247,117
0.002226,118
0.002206,119
0.002183,120
0.002163,121
0.002143,122
0.002125,123
0.002103,124
0.002085,125
0.002067,126
0.002050,127
0.002029,128
0.002012,129
0.001995,130
0.001979,131
0.001960,132
0.001943,133
0.001928,134
0.001913,135
0.001895,136
0.001879,137
0.001865,138
0.001851,139
0.001834,140
0.001819,141
0.001805,142
0.001792,143
0.001776,144
0.001763,145
0.001750,146
0.001737,147
0.001722,148
0.001710,149
0.001697,150
0.001685,151
0.001671,152
0.001659,153
0.001648,154
0.001636,155
0.001623,156
0.001612,157
0.001601,158
0.001590,159
0.001577,160
0.001567,161
0.001556,162
0.001546,163
0.001534,164
0.001524,165
0.001514,166
0.001504,167
0.001493,168
0.001483,169
0.001474,170
0.001465,171
0.001454,172
0.001445,173
0.001436,174
0.001427,175
0.001417,176
0.001408,177
0.001399,178
0.001391,179
0.001381,180
0.001373,181
0.001365,182
0.001357,183
0.001348,184
0.001340,185
0.001332,186
0.001324,187
0.001315,188
0.001308,189
0.001300,190
0.001293,191
0.001285,192
0.001277,193
0.001270,194
0.001263,195
0.001255,196
0.001248,197
0.001241,198
0.001235,199
