TSE,epoch
2.352353,0
2.439634,1
2.213007,2
2.231730,3
2.214524,4
2.152536,5
2.234975,6
2.219120,7
2.207941,8
2.256037,9
2.225959,10
2.236140,11
2.240988,12
2.205467,13
2.239780,14
2.218744,15
2.240497,16
2.242819,17
2.232611,18
2.231537,19
2.222524,20
2.162057,21
2.114241,22
1.993976,23
1.840179,24
1.557211,25
1.186482,26
0.788789,27
0.409520,28
0.234425,29
0.118183,30
0.070232,31
0.042901,32
0.030164,33
0.021291,34
0.017017,35
0.013766,36
0.012047,37
0.010444,38
0.009531,39
0.008694,40
0.008205,41
0.007685,42
0.007350,43
0.007001,44
0.006776,45
0.006521,46
0.006340,47
0.006135,48
0.005991,49
0.005824,50
0.005696,51
0.005549,52
0.005439,53
0.005310,54
0.005208,55
0.005090,56
0.004999,57
0.004891,58
0.004805,59
0.004707,60
0.004629,61
0.004536,62
0.004462,63
0.004377,64
0.004309,65
0.004228,66
0.004163,67
0.004089,68
0.004029,69
0.003957,70
0.003900,71
0.003835,72
0.003782,73
0.003718,74
0.003667,75
0.003609,76
0.003562,77
0.003504,78
0.003459,79
0.003407,80
0.003365,81
0.003313,82
0.003272,83
0.003226,84
0.003187,85
0.003140,86
0.003103,87
0.003061,88
0.003026,89
0.002983,90
0.002950,91
0.002912,92
0.002880,93
0.002841,94
0.002810,95
0.002776,96
0.002747,97
0.002711,98
0.002683,99
0.002651,100
0.002624,101
0.002591,102
0.002565,103
0.002536,104
0.002512,105
0.002481,106
0.002457,107
0.002430,108
0.002408,109
0.002379,110
0.002358,111
0.002333,112
0.002312,113
0.002285,114
0.002265,115
0.002242,116
0.002222,117
0.002198,118
0.002179,119
0.002158,120
0.002139,121
0.002117,122
0.002099,123
0.002079,124
0.002062,125
0.002041,126
0.002024,127
0.002006,128
0.001990,129
0.001970,130
0.001955,131
0.001937,132
0.001922,133
0.001903,134
0.001889,135
0.001873,136
0.001859,137
0.001841,138
0.001828,139
0.001812,140
0.001799,141
0.001782,142
0.001770,143
0.001755,144
0.001743,145
0.001727,146
0.001715,147
0.001701,148
0.001690,149
0.001675,150
0.001664,151
0.001651,152
0.001639,153
0.001625,154
0.001615,155
0.001603,156
0.001592,157
0.001579,158
0.001569,159
0.001557,160
0.001547,161
0.001535,162
0.001525,163
0.001514,164
0.001505,165
0.001493,166
0.001484,167
0.001473,168
0.001464,169
0.001453,170
0.001444,171
0.001434,172
0.001426,173
0.001415,174
0.001407,175
0.001397,176
0.001389,177
0.001379,178
0.001371,179
0.001362,180
0.001354,181
0.001344,182
0.001337,183
0.001328,184
0.001321,185
0.001311,186
0.001304,187
0.001296,188
0.001289,189
0.001280,190
0.001273,191
0.001265,192
0.001258,193
0.001250,194
0.001243,195
0.001236,196
0.001229,197
0.001221,198
0.001215,199
