TSE,epoch
2.295893,0
2.349161,1
2.220869,2
2.227251,3
2.209817,4
2.156995,5
2.218383,6
2.204322,7
2.196444,8
2.239950,9
2.207578,10
2.221977,11
2.211852,12
2.199155,13
2.221712,14
2.212971,15
2.215727,16
2.231177,17
2.232086,18
2.238888,19
2.212819,20
2.221632,21
2.233307,22
2.220372,23
2.142130,24
2.107635,25
2.046976,26
1.927390,27
1.700670,28
1.499391,29
1.126594,30
0.812911,31
0.590373,32
0.325485,33
0.196380,34
0.100270,35
0.069646,36
0.047477,37
0.033498,38
0.024296,39
0.021005,40
0.017525,41
0.015318,42
0.013503,43
0.012467,44
0.011470,45
0.010770,46
0.010139,47
0.009652,48
0.009225,49
0.008873,50
0.008538,51
0.008259,52
0.008013,53
0.007775,54
0.007539,55
0.007354,56
0.007177,57
0.006991,58
0.006805,59
0.006665,60
0.006524,61
0.006372,62
0.006217,63
0.006104,64
0.005985,65
0.005859,66
0.005727,67
0.005631,68
0.005529,69
0.005422,70
0.005308,71
0.005226,72
0.005137,73
0.005044,74
0.004946,75
0.004873,76
0.004796,77
0.004715,78
0.004628,79
0.004564,80
0.004496,81
0.004425,82
0.004348,83
0.004291,84
0.004230,85
0.004167,86
0.004099,87
0.004048,88
0.003993,89
0.003937,90
0.003876,91
0.003830,92
0.003781,93
0.003730,94
0.003675,95
0.003634,96
0.003589,97
0.003544,98
0.003493,99
0.003456,100
0.003416,101
0.003374,102
0.003328,103
0.003294,104
0.003258,105
0.003220,106
0.003178,107
0.003147,108
0.003113,109
0.003078,110
0.003040,111
0.003011,112
0.002981,113
0.002949,114
0.002913,115
0.002887,116
0.002858,117
0.002829,118
0.002796,119
0.002772,120
0.002746,121
0.002718,122
0.002688,123
0.002665,124
0.002641,125
0.002616,126
0.002588,127
0.002567,128
0.002544,129
0.002521,130
0.002494,131
0.002475,132
0.002454,133
0.002432,134
0.002407,135
0.002389,136
0.002369,137
0.002349,138
0.002326,139
0.002309,140
0.002290,141
0.002271,142
0.002250,143
0.002234,144
0.002217,145
0.002198,146
0.002178,147
0.002163,148
0.002147,149
0.002130,150
0.002111,151
0.002097,152
0.002082,153
0.002066,154
0.002048,155
0.002035,156
0.002020,157
0.002005,158
0.001988,159
0.001976,160
0.001962,161
0.001948,162
0.001932,163
0.001920,164
0.001907,165
0.001893,166
0.001878,167
0.001867,168
0.001855,169
0.001842,170
0.001828,171
0.001817,172
0.001805,173
0.001793,174
0.001780,175
0.001770,176
0.001759,177
0.001747,178
0.001734,179
0.001724,180
0.001714,181
0.001703,182
0.001691,183
0.001682,184
0.001672,185
0.001661,186
0.001649,187
0.001641,188
0.001631,189
0.001621,190
0.001610,191
0.001602,192
0.001593,193
0.001583,194
0.001572,195
0.001564,196
0.001556,197
0.001547,198
0.001536,199
